id,district_id,date,statement_frequency
2991,19,1993-05-22,monthly
2992,43,1997-07-11,monthly
2994,77,1996-05-03,monthly
2995,51,1996-12-14,monthly
2996,54,1994-05-17,monthly
2997,40,1997-09-09,monthly
2998,21,1997-11-09,monthly
2999,66,1996-10-08,monthly
3000,28,1993-07-14,monthly
3001,1,1993-03-24,monthly
3003,18,1993-11-27,monthly
3004,11,1996-08-22,monthly
3006,64,1995-01-01,monthly
3007,16,1993-02-02,monthly
3008,72,1993-02-27,monthly
3009,1,1996-01-26,monthly
3010,46,1995-09-13,monthly
3011,64,1993-09-01,monthly
3012,49,1997-04-18,monthly
3013,73,1997-12-09,monthly
3015,19,1996-06-15,monthly
3016,26,1996-02-23,monthly
3017,75,1994-08-12,monthly
3018,34,1996-12-03,monthly
3019,33,1996-04-21,monthly
3020,3,1996-08-09,monthly
3021,10,1996-04-20,monthly
3022,64,1996-10-30,monthly
3023,35,1997-10-14,monthly
3024,1,1996-12-18,monthly
3025,25,1997-12-27,monthly
3026,24,1993-02-18,monthly
3027,62,1996-04-29,monthly
3028,27,1993-09-15,monthly
3029,42,1996-12-24,monthly
3030,65,1994-06-22,monthly
3031,51,1997-03-10,monthly
3032,5,1993-06-07,monthly
3033,69,1997-12-10,monthly
3036,10,1994-04-10,monthly
3037,44,1994-05-26,monthly
3038,10,1996-04-28,monthly
3039,1,1993-12-10,monthly
3040,17,1996-08-03,monthly
3041,70,1996-04-04,monthly
3042,10,1993-09-16,monthly
3043,1,1996-12-29,monthly
3044,72,1996-09-14,monthly
3045,1,1995-06-08,monthly
3046,74,1997-08-11,monthly
3047,16,1993-02-17,monthly
3049,61,1994-09-08,monthly
3050,60,1993-05-08,monthly
3051,9,1996-01-01,monthly
3052,44,1997-04-26,monthly
3053,11,1993-08-23,monthly
3055,15,1996-05-26,monthly
3056,55,1993-12-22,monthly
3057,9,1997-07-23,monthly
3058,44,1994-10-23,monthly
3059,1,1997-02-15,monthly
3060,73,1997-06-09,monthly
3061,76,1995-11-08,monthly
3062,17,1997-08-15,monthly
3063,72,1993-05-26,monthly
3064,40,1993-05-23,monthly
3066,74,1996-08-12,monthly
3067,46,1997-01-30,monthly
3068,59,1993-04-25,monthly
3069,66,1993-03-20,monthly
3070,56,1997-08-21,monthly
3071,41,1996-10-03,monthly
3072,8,1993-06-05,monthly
3075,71,1997-06-25,monthly
3076,54,1993-03-27,monthly
3077,64,1997-04-16,monthly
3078,1,1993-07-16,monthly
3079,18,1996-02-26,monthly
3080,57,1995-10-29,monthly
3082,33,1997-11-16,monthly
3083,66,1997-03-18,monthly
3085,66,1997-07-03,monthly
3086,1,1993-11-02,monthly
3087,15,1993-12-04,monthly
3088,18,1996-03-08,monthly
3090,1,1996-12-10,monthly
3091,3,1993-11-11,monthly
3092,46,1995-12-20,monthly
3093,16,1996-11-21,monthly
3094,56,1993-12-20,monthly
3096,68,1993-06-29,monthly
3097,66,1997-08-14,monthly
3098,1,1996-09-16,monthly
3099,70,1993-05-20,monthly
3100,65,1997-06-22,monthly
3101,1,1994-02-27,monthly
3102,33,1997-11-23,monthly
3104,1,1997-04-29,monthly
3105,37,1997-11-21,monthly
3107,5,1993-11-20,monthly
3108,53,1993-03-14,monthly
3109,18,1995-04-08,monthly
3110,48,1997-01-12,monthly
3111,60,1995-11-08,monthly
3112,38,1994-08-12,monthly
3113,67,1993-08-16,monthly
3114,1,1996-06-15,monthly
3115,14,1996-03-27,monthly
3116,54,1996-04-05,monthly
3117,33,1993-02-24,monthly
3118,48,1996-03-10,monthly
3119,33,1997-05-02,monthly
3120,1,1996-06-20,monthly
3121,46,1996-03-08,monthly
3122,74,1997-05-12,monthly
3124,6,1995-06-13,monthly
3125,37,1996-12-16,monthly
3126,17,1996-09-03,monthly
3127,66,1993-08-08,monthly
3128,1,1995-01-06,monthly
3129,5,1993-12-05,monthly
3130,13,1996-03-20,monthly
3131,21,1995-10-23,monthly
3132,56,1995-10-08,monthly
3133,66,1993-06-14,monthly
3134,48,1994-04-29,monthly
3135,72,1993-12-27,monthly
3136,69,1993-08-07,monthly
3137,39,1996-12-15,monthly
3138,37,1996-03-24,monthly
3139,12,1995-08-30,monthly
3140,3,1997-05-13,monthly
3142,2,1994-09-14,monthly
3143,38,1996-10-18,monthly
3144,67,1996-03-09,monthly
3145,4,1993-12-03,monthly
3146,68,1993-10-26,monthly
3147,54,1995-04-05,monthly
3148,33,1995-11-19,monthly
3149,57,1996-06-27,monthly
3151,6,1996-02-21,monthly
3152,1,1993-07-16,monthly
3153,2,1996-07-05,monthly
3154,1,1997-07-02,monthly
3155,28,1996-08-29,monthly
3157,77,1993-09-10,monthly
3158,71,1996-10-03,monthly
3160,22,1994-06-19,monthly
3161,48,1996-08-26,monthly
3163,41,1997-05-24,monthly
3164,33,1993-12-24,monthly
3166,71,1993-08-10,monthly
3167,18,1994-08-08,monthly
3168,39,1993-02-20,monthly
3169,19,1997-12-19,monthly
3170,1,1996-01-12,monthly
3171,61,1993-09-28,monthly
3172,77,1997-05-27,monthly
3173,39,1993-05-15,monthly
3174,65,1997-12-10,monthly
3175,50,1996-10-08,monthly
3176,26,1997-03-26,monthly
3177,74,1996-11-12,monthly
3178,4,1996-04-27,monthly
3179,71,1996-09-20,monthly
3180,1,1996-06-18,monthly
3181,42,1993-05-16,monthly
3182,6,1996-12-20,monthly
3183,45,1994-04-01,monthly
3184,1,1994-02-18,monthly
3185,45,1997-07-29,monthly
3186,10,1995-05-28,monthly
3187,59,1997-12-20,monthly
3188,24,1997-02-20,monthly
3189,29,1995-11-29,monthly
3190,1,1996-12-30,monthly
3191,72,1996-09-17,monthly
3192,18,1996-07-28,monthly
3193,74,1996-02-27,monthly
3194,11,1997-04-19,monthly
3195,40,1993-09-02,monthly
3196,1,1993-12-13,monthly
3197,1,1993-12-25,monthly
3199,66,1996-06-06,monthly
3201,4,1994-04-17,monthly
3202,8,1997-06-04,monthly
3203,23,1995-08-07,monthly
3204,61,1996-07-13,monthly
3205,1,1995-12-17,monthly
3206,38,1996-06-22,monthly
3208,29,1997-08-04,monthly
3209,45,1997-12-10,monthly
3210,1,1993-05-17,monthly
3211,72,1997-06-09,monthly
3212,70,1993-07-25,monthly
3213,51,1993-04-12,monthly
3214,67,1997-05-10,monthly
3216,3,1995-08-11,monthly
3218,41,1993-11-14,monthly
3219,1,1996-03-26,monthly
3220,29,1993-08-14,monthly
3221,5,1993-08-17,monthly
3222,4,1993-07-21,monthly
3223,1,1993-12-07,monthly
3224,55,1996-11-10,monthly
3225,1,1993-11-01,monthly
3226,65,1994-08-28,monthly
3227,1,1996-06-24,monthly
3228,29,1996-10-30,monthly
3229,64,1995-11-18,monthly
3230,1,1995-03-11,monthly
3231,73,1995-04-18,monthly
3232,37,1996-10-02,monthly
3233,31,1995-03-03,monthly
3234,1,1995-09-16,monthly
3235,8,1995-01-26,monthly
3236,52,1997-02-20,monthly
3237,20,1993-10-02,monthly
3238,47,1996-01-07,monthly
3239,5,1996-06-19,monthly
3241,44,1993-07-16,monthly
3242,28,1997-03-02,monthly
3243,1,1993-11-10,monthly
3244,56,1995-01-14,monthly
3245,45,1997-06-26,monthly
3246,54,1993-06-14,monthly
3247,61,1996-04-11,monthly
3248,77,1996-05-11,monthly
3249,74,1996-10-11,monthly
3250,1,1995-01-06,monthly
3251,59,1995-05-18,monthly
3252,12,1995-06-12,monthly
3254,36,1995-08-27,monthly
3255,1,1993-09-15,monthly
3256,40,1996-11-19,monthly
3258,53,1993-06-05,monthly
3259,1,1994-04-11,monthly
3260,68,1993-03-25,monthly
3261,1,1993-07-07,monthly
3262,23,1997-06-22,monthly
3263,44,1996-03-07,monthly
3264,70,1993-10-23,monthly
3266,14,1997-03-29,monthly
3267,64,1993-07-21,monthly
3268,21,1993-09-20,monthly
3269,37,1995-09-03,monthly
3270,30,1995-08-08,monthly
3271,8,1996-10-12,monthly
3272,53,1996-08-30,monthly
3273,74,1995-12-29,monthly
3274,76,1997-09-17,monthly
3275,74,1994-06-29,monthly
3276,1,1997-12-29,monthly
3277,36,1993-07-12,monthly
3278,4,1996-01-02,monthly
3280,1,1996-04-24,monthly
3281,1,1997-08-06,monthly
3282,1,1996-11-24,monthly
3283,68,1993-03-26,monthly
3284,64,1993-05-17,monthly
3285,43,1996-05-12,monthly
3286,8,1996-02-26,monthly
3287,18,1993-07-26,monthly
3288,54,1994-09-15,monthly
3289,1,1994-06-02,monthly
3290,19,1996-12-09,monthly
3291,45,1996-11-16,monthly
3292,1,1993-12-21,monthly
3293,1,1997-08-08,monthly
3294,75,1996-04-09,monthly
3296,67,1996-03-15,monthly
3297,53,1995-02-17,monthly
3298,29,1993-08-04,monthly
3300,71,1997-09-19,monthly
3301,14,1996-04-25,monthly
3302,21,1993-03-02,monthly
3303,1,1995-11-17,monthly
3304,36,1997-01-16,monthly
3305,13,1995-12-09,monthly
3306,75,1993-08-24,monthly
3307,30,1994-03-13,monthly
3308,40,1996-04-02,monthly
3309,66,1993-11-20,monthly
3310,25,1993-09-15,monthly
3311,8,1996-08-18,monthly
3312,30,1996-12-04,monthly
3314,25,1996-10-14,monthly
3315,23,1995-08-24,monthly
3316,28,1993-05-06,monthly
3317,4,1995-10-04,monthly
3318,62,1996-06-25,monthly
3319,56,1993-08-29,monthly
3320,1,1995-12-01,monthly
3321,17,1995-04-18,monthly
3323,13,1993-09-08,monthly
3324,3,1997-10-17,monthly
3325,11,1997-11-03,monthly
3326,5,1993-11-11,monthly
3327,45,1993-04-16,monthly
3328,1,1997-03-17,monthly
3329,3,1996-10-12,monthly
3330,76,1995-07-08,monthly
3331,16,1997-02-20,monthly
3332,17,1997-03-25,monthly
3333,44,1997-11-27,monthly
3334,67,1996-07-09,monthly
3335,35,1996-02-18,monthly
3336,51,1994-09-19,monthly
3338,25,1995-12-24,monthly
3339,1,1996-09-27,monthly
3342,59,1997-10-06,monthly
3343,1,1997-08-03,monthly
3344,70,1997-05-15,monthly
3345,22,1993-12-08,monthly
3346,1,1997-07-25,monthly
3347,4,1996-08-19,monthly
3348,4,1994-12-08,monthly
3349,47,1996-03-28,monthly
3350,74,1996-07-13,monthly
3351,70,1996-03-08,monthly
3352,42,1993-11-08,monthly
3353,74,1996-08-27,monthly
3354,63,1993-11-05,monthly
3355,70,1994-02-26,monthly
3357,54,1995-07-26,monthly
3358,44,1996-02-21,monthly
3359,8,1996-07-30,monthly
3360,71,1997-11-10,monthly
3361,45,1993-08-26,monthly
3362,73,1995-01-25,monthly
3363,30,1995-06-24,monthly
3365,11,1997-11-18,monthly
3366,68,1996-03-02,monthly
3367,1,1993-04-01,monthly
3368,24,1995-09-14,monthly
3369,8,1994-12-01,monthly
3370,49,1993-11-15,monthly
3371,68,1993-11-04,monthly
3372,23,1994-05-26,monthly
3373,27,1996-01-18,monthly
3374,21,1993-02-17,monthly
3375,9,1997-01-15,monthly
3376,58,1996-11-17,monthly
3377,74,1996-12-02,monthly
3378,55,1994-03-14,monthly
3379,63,1997-01-24,monthly
3380,64,1993-12-10,monthly
3381,68,1997-08-02,monthly
3383,29,1997-09-28,monthly
3384,14,1995-11-05,monthly
3385,1,1997-12-21,monthly
3386,2,1995-05-23,monthly
3389,13,1996-01-30,monthly
3391,74,1993-04-01,monthly
3392,1,1995-06-08,monthly
3393,4,1996-12-22,monthly
3394,23,1996-10-09,monthly
3395,16,1997-11-05,monthly
3396,1,1997-11-20,monthly
3397,49,1996-08-04,monthly
3398,43,1997-04-15,monthly
3399,63,1996-09-26,monthly
3403,63,1997-05-20,monthly
3404,33,1997-11-04,monthly
3405,36,1994-03-07,monthly
3406,53,1997-12-08,monthly
3407,28,1993-08-24,monthly
3408,62,1993-09-19,monthly
3409,23,1996-03-01,monthly
3410,39,1995-07-03,monthly
3411,19,1996-12-17,monthly
3412,31,1996-12-20,monthly
3413,70,1993-07-13,monthly
3415,75,1997-12-06,monthly
3417,48,1995-09-28,monthly
3419,1,1994-10-29,monthly
3421,31,1995-02-01,monthly
3422,21,1996-03-28,monthly
3423,11,1997-11-10,monthly
3424,74,1993-02-16,monthly
3425,70,1994-08-24,monthly
3427,36,1996-08-23,monthly
3428,27,1997-07-12,monthly
3429,73,1993-12-17,monthly
3430,9,1996-12-10,monthly
3431,64,1996-09-21,monthly
3432,1,1996-06-25,monthly
3433,73,1997-07-07,monthly
3434,32,1996-05-13,monthly
3435,59,1993-07-01,monthly
3436,5,1995-06-24,monthly
3437,1,1996-11-13,monthly
3438,35,1996-12-21,monthly
3439,16,1996-02-16,monthly
3440,22,1995-09-22,monthly
3442,4,1996-01-16,monthly
3443,45,1996-07-26,monthly
3445,1,1994-02-22,monthly
3449,1,1995-04-27,monthly
3450,1,1996-12-13,monthly
3451,52,1996-04-27,monthly
3452,63,1996-12-13,monthly
3453,13,1995-06-08,monthly
3454,32,1996-10-17,monthly
3455,34,1996-03-13,monthly
3456,32,1993-09-06,monthly
3457,54,1994-10-01,monthly
3458,63,1995-07-07,monthly
3459,76,1996-06-02,monthly
3460,16,1997-04-08,monthly
3461,8,1997-06-23,monthly
3462,51,1996-03-04,monthly
3463,38,1997-09-21,monthly
3464,25,1995-05-05,monthly
3465,1,1993-07-16,monthly
3466,64,1995-02-16,monthly
3467,17,1996-08-25,monthly
3468,32,1996-02-14,monthly
3469,76,1993-05-22,monthly
3470,8,1997-01-12,monthly
3471,63,1997-01-22,monthly
3472,55,1996-07-21,monthly
3474,23,1995-07-12,monthly
3476,3,1995-12-16,monthly
3477,71,1993-08-22,monthly
3478,30,1994-09-04,monthly
3479,22,1994-06-14,monthly
3480,58,1993-09-14,monthly
3482,70,1995-01-03,monthly
3483,40,1993-10-12,monthly
3484,22,1994-06-01,monthly
3485,53,1996-06-19,monthly
3486,64,1995-10-09,monthly
3487,41,1993-01-08,monthly
3489,9,1994-12-08,monthly
3490,48,1995-11-26,monthly
3491,51,1996-07-27,monthly
3492,33,1995-09-10,monthly
3493,63,1993-07-22,monthly
3494,60,1996-07-22,monthly
3495,54,1996-05-17,monthly
3496,42,1997-06-11,monthly
3497,76,1994-08-02,monthly
3498,31,1996-11-12,monthly
3499,51,1996-09-14,monthly
3501,36,1997-12-13,monthly
3502,74,1996-03-08,monthly
3503,1,1994-07-17,monthly
3504,70,1996-08-30,monthly
3505,46,1993-09-23,monthly
3506,70,1997-05-08,monthly
3507,9,1996-12-01,monthly
3508,42,1996-09-12,monthly
3509,2,1993-09-05,monthly
3510,41,1993-01-07,monthly
3511,70,1996-07-23,monthly
3512,46,1996-05-11,monthly
3513,20,1993-03-03,monthly
3514,7,1993-02-03,monthly
3515,68,1996-06-16,monthly
3517,26,1996-11-22,monthly
3518,9,1996-07-22,monthly
3519,52,1996-02-10,monthly
3520,72,1995-06-04,monthly
3521,75,1993-06-22,monthly
3522,16,1996-06-07,monthly
3523,65,1996-05-14,monthly
3524,66,1997-06-28,monthly
3525,70,1995-12-01,monthly
3526,1,1996-07-22,monthly
3527,44,1997-01-11,monthly
3528,10,1994-03-05,monthly
3529,12,1997-07-08,monthly
3530,34,1996-01-03,monthly
3531,59,1996-05-03,monthly
3532,73,1995-07-18,monthly
3533,74,1994-08-29,monthly
3534,59,1996-04-08,monthly
3535,1,1993-10-05,monthly
3536,24,1994-08-11,monthly
3537,45,1997-08-22,monthly
3538,58,1993-08-08,monthly
3539,42,1994-06-08,monthly
3540,18,1997-01-03,monthly
3541,70,1997-03-02,monthly
3542,49,1993-06-11,monthly
3543,74,1996-07-21,monthly
3544,33,1997-04-07,monthly
3545,51,1993-02-17,monthly
3546,55,1997-02-03,monthly
3547,54,1993-08-07,monthly
3548,23,1993-11-11,monthly
3549,27,1996-08-14,monthly
3550,68,1996-07-04,monthly
3551,6,1993-10-17,monthly
3552,62,1995-09-06,monthly
3553,70,1995-08-30,monthly
3554,66,1993-02-16,monthly
3555,32,1994-09-26,monthly
3556,58,1997-08-29,monthly
3557,72,1996-11-02,monthly
3558,4,1993-05-23,monthly
3559,18,1995-12-30,monthly
3560,57,1996-11-10,monthly
3561,33,1997-10-15,monthly
3562,50,1996-07-19,monthly
3563,1,1996-07-04,monthly
3564,14,1996-11-17,monthly
3565,30,1997-02-12,monthly
3566,21,1993-06-09,monthly
3567,5,1994-12-20,monthly
3568,40,1996-04-11,monthly
3569,1,1996-09-18,monthly
3570,44,1993-11-29,monthly
3571,39,1993-11-21,monthly
3572,65,1995-11-12,monthly
3573,59,1996-06-27,monthly
3574,72,1997-03-08,monthly
3575,7,1993-09-08,monthly
3576,58,1994-11-07,monthly
3577,74,1997-05-11,monthly
3578,1,1996-02-17,monthly
3579,53,1994-09-02,monthly
3580,43,1993-08-01,monthly
3581,66,1997-03-26,monthly
3582,19,1995-08-26,monthly
3583,40,1995-02-03,monthly
3584,55,1996-06-12,monthly
3585,1,1996-06-23,monthly
3586,59,1993-03-27,monthly
3587,64,1995-12-24,monthly
3588,33,1996-06-28,monthly
3589,5,1996-11-13,monthly
3590,57,1996-06-02,monthly
3592,54,1993-01-08,monthly
3593,1,1993-02-18,monthly
3594,29,1993-12-30,monthly
3595,30,1994-05-01,monthly
3596,59,1996-04-23,monthly
3598,76,1997-11-02,monthly
3599,63,1994-03-20,monthly
3600,27,1993-08-10,monthly
3601,54,1995-06-13,monthly
3602,18,1996-12-03,monthly
3603,3,1997-09-17,monthly
3604,75,1993-12-22,monthly
3605,3,1996-03-24,monthly
3606,1,1996-04-18,monthly
3609,28,1993-08-03,monthly
3610,1,1997-09-22,monthly
3612,70,1994-08-27,monthly
3613,43,1993-08-10,monthly
3614,19,1996-08-07,monthly
3615,46,1996-11-05,monthly
3616,50,1997-12-15,monthly
3617,22,1993-11-15,monthly
3618,29,1993-09-29,monthly
3620,14,1997-02-06,monthly
3621,32,1994-12-25,monthly
3622,53,1994-10-15,monthly
3623,59,1995-02-12,monthly
3625,3,1994-08-22,monthly
3626,51,1996-11-05,monthly
3628,70,1995-09-12,monthly
3629,48,1993-07-27,monthly
3631,1,1995-08-13,monthly
3633,18,1997-02-06,monthly
3634,21,1997-04-16,monthly
3635,10,1997-05-04,monthly
3636,21,1994-05-22,monthly
3637,53,1995-10-28,monthly
3639,4,1997-01-08,monthly
3640,10,1993-11-05,monthly
3641,7,1995-01-09,monthly
3643,1,1994-12-22,monthly
3644,38,1993-04-13,monthly
3645,36,1996-06-18,monthly
3647,77,1996-06-17,monthly
3648,61,1996-05-06,monthly
3649,54,1993-05-14,monthly
3650,8,1994-06-05,monthly
3651,23,1993-02-27,monthly
3652,36,1997-03-02,monthly
3653,31,1994-05-03,monthly
3654,47,1993-07-13,monthly
3655,1,1995-12-24,monthly
3656,53,1993-08-06,monthly
3657,62,1997-09-19,monthly
3658,24,1997-03-25,monthly
3659,54,1997-02-01,monthly
3660,74,1993-11-14,monthly
3661,50,1996-01-11,monthly
3662,4,1997-05-26,monthly
3663,67,1994-11-06,monthly
3664,1,1996-04-28,monthly
3665,28,1997-06-28,monthly
3667,55,1994-01-26,monthly
3668,1,1996-06-15,monthly
3669,76,1993-12-22,monthly
3670,27,1993-06-04,monthly
3671,21,1997-09-17,monthly
3672,26,1996-03-19,monthly
3673,30,1996-01-12,monthly
3674,38,1993-03-12,monthly
3675,64,1993-03-20,monthly
3676,58,1996-06-08,monthly
3677,1,1995-10-04,monthly
3678,1,1993-03-24,monthly
3679,64,1995-08-15,monthly
3680,27,1996-02-16,monthly
3681,70,1997-01-25,monthly
3682,70,1993-06-07,monthly
3683,33,1993-08-13,monthly
3684,23,1994-03-04,monthly
3686,77,1997-08-03,monthly
3687,71,1993-11-06,monthly
3688,70,1993-11-10,monthly
3689,8,1995-11-29,monthly
3691,50,1993-02-19,monthly
3692,70,1997-04-21,monthly
3693,61,1993-01-29,monthly
3694,70,1996-07-06,monthly
3695,30,1997-04-02,monthly
3696,1,1996-06-22,monthly
3697,45,1993-04-29,monthly
3698,1,1996-03-03,monthly
3699,50,1993-08-05,monthly
3700,1,1997-06-03,monthly
3701,76,1993-10-06,monthly
3702,53,1995-04-13,monthly
3703,74,1997-06-18,monthly
3704,75,1993-01-24,monthly
3705,20,1997-10-24,monthly
3706,8,1996-04-04,monthly
3708,64,1996-11-24,monthly
3709,74,1996-03-05,monthly
3710,1,1995-02-25,monthly
3711,3,1997-05-08,monthly
3712,3,1994-09-13,monthly
3715,74,1997-11-27,monthly
3716,1,1997-04-14,monthly
3717,56,1994-05-20,monthly
3718,63,1994-04-16,monthly
3719,37,1997-06-19,monthly
3720,36,1993-07-30,monthly
3721,22,1996-02-21,monthly
3722,76,1997-12-07,monthly
3723,2,1996-06-14,monthly
3724,16,1997-08-06,monthly
3725,33,1995-06-11,monthly
3726,54,1996-07-14,monthly
3727,66,1996-01-19,monthly
3728,10,1994-08-18,monthly
3729,31,1995-04-14,monthly
3730,17,1994-09-08,monthly
3731,70,1996-05-20,monthly
3732,21,1997-05-25,monthly
3733,33,1996-07-22,monthly
3734,43,1993-03-08,monthly
3735,1,1995-04-27,monthly
3736,54,1996-05-08,monthly
3737,34,1995-03-01,monthly
3738,51,1993-08-01,monthly
3739,1,1997-03-25,monthly
3741,65,1996-08-18,monthly
3742,59,1997-05-11,monthly
3743,1,1996-03-22,monthly
3745,5,1993-08-04,monthly
3746,70,1996-06-04,monthly
3747,1,1994-05-01,monthly
3748,1,1993-07-10,monthly
3749,68,1996-08-10,monthly
3750,77,1995-03-18,monthly
3751,9,1993-09-15,monthly
3752,1,1994-11-25,monthly
3753,28,1995-02-24,monthly
3755,64,1996-01-20,monthly
3757,64,1997-09-24,monthly
3758,38,1995-09-19,monthly
3759,1,1993-12-29,monthly
3760,44,1993-01-13,monthly
3763,55,1995-08-23,monthly
3764,69,1995-11-05,monthly
3765,32,1996-11-14,monthly
3767,1,1995-11-15,monthly
3768,52,1997-06-06,monthly
3769,3,1996-05-14,monthly
3770,23,1995-09-20,monthly
3771,22,1993-06-11,monthly
3772,7,1995-11-20,monthly
3773,10,1997-05-04,monthly
3774,72,1996-08-30,monthly
3775,19,1993-06-27,monthly
3776,1,1996-10-16,monthly
3777,70,1995-01-19,monthly
3778,52,1993-07-04,monthly
3779,74,1995-07-08,monthly
3780,44,1995-11-25,monthly
3781,31,1993-03-26,monthly
3783,40,1995-11-29,monthly
3784,25,1996-01-22,monthly
3785,10,1993-03-24,monthly
3786,21,1993-06-22,monthly
3787,70,1993-02-19,monthly
3788,70,1993-04-10,monthly
3789,6,1996-08-18,monthly
3792,10,1993-08-11,monthly
3793,5,1996-06-28,monthly
3794,20,1997-02-03,monthly
3795,36,1996-03-18,monthly
3796,53,1993-05-25,monthly
3797,64,1994-09-03,monthly
3798,15,1997-08-27,monthly
3799,74,1996-11-29,monthly
3800,30,1996-09-16,monthly
3801,1,1996-06-20,monthly
3802,44,1996-04-18,monthly
3803,61,1996-01-26,monthly
3804,7,1994-04-07,monthly
3805,9,1994-07-02,monthly
3806,36,1996-04-18,monthly
3807,53,1995-09-05,monthly
3808,38,1993-08-11,monthly
3809,1,1996-11-21,monthly
3810,43,1995-06-22,monthly
3811,1,1996-10-26,monthly
3812,72,1995-01-16,monthly
3813,1,1997-10-09,monthly
3814,74,1995-12-27,monthly
3815,1,1996-03-24,monthly
3816,25,1996-04-21,monthly
3817,70,1995-02-10,monthly
3818,74,1993-01-01,monthly
3819,69,1996-11-11,monthly
3820,1,1993-11-14,monthly
3821,18,1996-04-18,monthly
3822,8,1993-09-22,monthly
3823,74,1995-04-19,monthly
3824,41,1994-03-20,monthly
3825,7,1993-12-14,monthly
3826,34,1995-03-05,monthly
3827,1,1994-10-04,monthly
3828,44,1997-08-28,monthly
3830,56,1997-04-20,monthly
3832,45,1996-01-22,monthly
3833,77,1997-07-13,monthly
3834,54,1993-01-19,monthly
3835,50,1993-03-16,monthly
3836,68,1997-12-09,monthly
3838,3,1994-05-02,monthly
3839,1,1995-02-21,monthly
3840,76,1994-02-19,monthly
3841,8,1995-01-22,monthly
3842,1,1997-03-12,monthly
3843,62,1996-10-02,monthly
3844,67,1993-05-23,monthly
3845,48,1995-05-14,monthly
3846,61,1997-04-27,monthly
3847,33,1995-06-13,monthly
3848,20,1996-07-10,monthly
3849,75,1994-10-21,monthly
3850,8,1993-08-09,monthly
3851,1,1997-02-27,monthly
3852,20,1997-09-14,monthly
3854,8,1996-04-18,monthly
3855,33,1995-09-04,monthly
3856,45,1996-12-03,monthly
3857,54,1997-10-22,monthly
3858,2,1995-12-14,monthly
3859,53,1996-04-23,monthly
3860,4,1994-10-11,monthly
3861,2,1997-01-30,monthly
3862,1,1996-11-23,monthly
3863,15,1993-09-14,monthly
3864,33,1996-07-01,monthly
3865,50,1995-02-09,monthly
3866,60,1995-09-05,monthly
3867,1,1997-07-19,monthly
3868,43,1993-08-21,monthly
3869,72,1994-09-13,monthly
3870,38,1997-01-08,monthly
3871,26,1993-01-08,monthly
3872,25,1997-05-21,monthly
3874,51,1995-06-02,monthly
3875,44,1997-10-18,monthly
3876,69,1994-02-13,monthly
3877,59,1996-10-22,monthly
3878,23,1994-10-07,monthly
3880,3,1996-07-28,monthly
3881,21,1996-03-04,monthly
3882,10,1993-07-09,monthly
3883,72,1993-03-15,monthly
3884,1,1996-11-14,monthly
3885,51,1997-04-01,monthly
3886,1,1994-02-20,monthly
3887,62,1996-05-08,monthly
3888,39,1993-05-27,monthly
3889,16,1997-07-03,monthly
3890,50,1996-02-10,monthly
3891,1,1993-08-18,monthly
3892,43,1993-10-25,monthly
3893,42,1996-12-13,monthly
3894,52,1996-09-25,monthly
3895,27,1995-07-14,monthly
3896,45,1995-08-17,monthly
3897,13,1997-04-16,monthly
3898,70,1994-02-07,monthly
3899,22,1996-06-25,monthly
3901,12,1997-08-30,monthly
3902,1,1995-08-08,monthly
3903,58,1994-12-19,monthly
3904,18,1996-10-05,monthly
3906,52,1997-07-08,monthly
3907,37,1996-04-18,monthly
3908,13,1997-01-16,monthly
3909,1,1993-01-14,monthly
3910,10,1997-01-19,monthly
3911,32,1997-12-16,monthly
3912,2,1994-05-04,monthly
3913,23,1996-10-04,monthly
3914,33,1995-09-05,monthly
3915,65,1993-04-02,monthly
3916,8,1997-09-28,monthly
3917,1,1996-03-30,monthly
3918,53,1993-12-09,monthly
3919,34,1997-10-18,monthly
3920,74,1993-09-01,monthly
3921,18,1994-07-17,monthly
3922,68,1997-10-22,monthly
3923,52,1993-03-30,monthly
3924,70,1996-02-24,monthly
3925,1,1995-09-05,monthly
3926,72,1994-09-11,monthly
3927,56,1993-10-22,monthly
3928,24,1996-05-08,monthly
3930,37,1995-04-25,monthly
3931,28,1996-02-05,monthly
3932,74,1996-07-25,monthly
3933,61,1996-02-11,monthly
3934,6,1997-12-23,monthly
3935,23,1993-03-08,monthly
3936,39,1995-05-04,monthly
3937,76,1996-01-10,monthly
3938,57,1993-11-17,monthly
3939,70,1993-07-08,monthly
3941,7,1996-12-26,monthly
3943,71,1996-03-06,monthly
3944,22,1995-10-08,monthly
3945,50,1995-11-07,monthly
3946,70,1996-07-16,monthly
3947,76,1996-01-23,monthly
3948,1,1993-11-09,monthly
3949,54,1996-01-11,monthly
3950,48,1997-09-01,monthly
3951,22,1997-06-02,monthly
3952,26,1996-03-08,monthly
3953,1,1997-06-16,monthly
3954,22,1993-06-25,monthly
3955,64,1993-07-14,monthly
3956,6,1996-10-28,monthly
3958,59,1997-12-28,monthly
3960,64,1993-02-06,monthly
3961,52,1997-01-24,monthly
3962,54,1996-12-13,monthly
3963,9,1997-10-27,monthly
3964,25,1997-01-25,monthly
3965,31,1993-05-04,monthly
3966,42,1996-01-09,monthly
3967,54,1996-09-22,monthly
3968,36,1996-01-01,monthly
3969,39,1993-06-20,monthly
3970,24,1995-11-28,monthly
3971,75,1997-03-13,monthly
3972,51,1993-10-11,monthly
