iso2,year,m014,m1524,m2534,m3544,m4554,m5564,m65,f014,f1524,f2534,f3544,f4554,f5564,f65
GL,2009,NA,2,3,3,3,1,NA,NA,4,5,2,1,NA,NA
GL,2010,0,5,7,5,5,2,2,1,5,0,0,4,2,0
GL,2011,0,10,2,0,3,3,1,0,8,1,1,2,3,0
GL,2012,0,6,3,5,1,5,1,2,3,0,3,1,0,3
GL,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,2003,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
GD,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
GD,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GD,2007,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
GD,2008,NA,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
GD,2009,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA
GD,2010,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA
GD,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GD,2012,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
GD,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GU,2000,2,1,6,6,9,6,9,0,3,1,2,5,2,2
GU,2001,0,1,4,10,9,3,6,0,2,3,3,4,2,1
GU,2002,3,3,5,5,6,12,4,5,1,6,3,3,2,7
GU,2003,0,2,1,3,4,7,5,1,3,1,4,2,1,5
GU,2004,0,0,1,2,6,2,3,0,0,1,2,3,1,1
GU,2005,0,2,4,4,2,2,4,0,3,1,1,2,0,2
GU,2006,0,1,1,2,3,2,6,0,0,0,1,1,2,2
GU,2007,0,0,0,2,0,0,0,0,0,0,0,1,1,1
GU,2008,0,0,1,7,8,3,4,0,1,2,0,1,1,3
GU,2009,0,1,0,5,3,9,4,1,1,3,1,1,2,0
GU,2010,0,2,3,5,5,7,3,1,0,4,3,3,0,3
GU,2011,0,1,0,2,7,4,4,0,1,1,1,0,3,4
GU,2012,0,1,0,4,5,2,6,0,0,0,0,2,1,2
GU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GT,2000,36,220,236,216,177,112,140,41,199,167,175,135,87,111
GT,2001,27,171,201,169,137,98,97,33,180,173,118,101,74,90
GT,2002,27,217,219,171,158,117,146,42,192,171,147,116,68,74
GT,2003,29,175,200,169,156,125,128,24,186,179,157,104,88,75
GT,2004,43,282,291,209,210,144,129,31,278,201,227,144,72,78
GT,2005,39,251,258,185,187,127,115,38,339,245,277,176,88,95
GT,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GT,2007,74,169,207,226,203,159,155,183,163,246,145,153,143,122
GT,2008,19,220,257,193,163,124,167,22,199,189,162,154,100,101
GT,2009,121,144,168,117,122,91,88,116,148,149,99,107,73,66
GT,2010,60,187,245,207,172,143,165,29,194,190,179,139,108,103
GT,2011,18,197,205,172,162,136,152,25,186,192,154,154,102,106
GT,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,2000,39,551,860,570,282,203,103,66,314,446,245,114,82,45
GN,2001,24,506,876,612,325,185,154,59,419,433,249,127,77,46
GN,2002,24,413,958,634,336,139,149,42,399,439,259,109,77,50
GN,2003,34,617,1052,671,368,172,134,53,353,451,307,137,106,40
GN,2004,38,728,1091,726,389,199,135,62,470,521,334,159,100,63
GN,2005,51,749,1165,778,463,195,130,65,594,583,354,203,94,55
GN,2006,31,834,1168,916,512,274,162,85,586,581,396,187,118,53
GN,2007,46,901,1315,936,503,240,204,76,631,613,367,207,106,79
GN,2008,56,970,1419,985,561,264,198,64,610,686,377,190,93,88
GN,2009,65,746,1064,655,376,208,150,68,549,644,429,225,132,66
GN,2010,61,679,877,982,876,565,289,51,549,739,751,405,145,72
GN,2011,45,1051,1537,955,541,293,197,85,709,688,432,219,109,73
GN,2012,28,761,1104,791,383,190,120,49,505,509,323,134,61,57
GN,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GW,2000,2,52,92,80,64,39,19,4,30,46,47,24,15,12
GW,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GW,2002,7,101,146,128,70,52,34,9,80,108,66,49,37,12
GW,2003,9,101,153,118,108,63,27,7,97,82,78,58,38,24
GW,2004,16,86,175,147,130,84,51,11,87,115,103,98,54,29
GW,2005,14,116,167,153,130,72,42,13,78,110,92,82,44,19
GW,2006,8,86,178,143,90,74,24,7,82,116,90,81,36,15
GW,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GW,2008,8,119,194,191,109,79,30,12,85,129,123,92,41,11
GW,2009,8,124,230,172,138,82,38,5,88,149,119,92,47,18
GW,2010,18,164,219,183,141,80,43,30,100,161,133,80,38,19
GW,2011,6,140,230,181,104,65,36,12,119,122,90,56,44,25
GW,2012,7,145,262,183,115,63,38,7,121,157,98,56,33,25
GW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GY,2000,4,20,19,14,7,6,9,1,11,8,7,5,5,3
GY,2001,1,15,47,44,12,2,1,0,6,16,16,9,3,2
GY,2002,20,49,90,94,51,19,23,26,32,36,34,19,15,18
GY,2003,10,56,111,114,58,27,13,12,35,61,56,27,10,5
GY,2004,9,45,113,97,87,NA,4,15,35,38,29,23,NA,15
GY,2005,12,48,130,116,81,41,20,14,41,62,41,30,11,9
GY,2006,6,37,61,59,40,15,5,1,15,21,20,14,3,1
GY,2007,2,15,43,44,41,12,8,1,20,19,17,5,3,3
GY,2008,7,29,51,71,47,22,11,4,20,23,13,12,3,7
GY,2009,7,21,48,61,60,11,20,3,21,26,22,12,8,8
GY,2010,2,32,38,65,49,22,13,2,22,25,19,20,10,6
GY,2011,8,26,54,61,54,19,13,2,17,19,17,17,7,9
GY,2012,5,30,39,68,64,23,8,4,17,10,17,12,7,5
GY,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HT,2000,67,836,898,613,350,147,118,96,914,857,513,275,132,71
HT,2001,72,752,785,587,319,169,112,113,882,843,498,273,109,93
HT,2002,79,903,904,572,377,184,148,118,980,851,550,303,120,99
HT,2003,89,1002,981,625,406,208,147,122,1114,1064,606,378,165,108
HT,2004,94,918,964,606,376,207,176,137,1146,1045,688,386,176,125
HT,2005,69,1045,1035,701,451,222,156,116,1097,1099,633,414,170,132
HT,2006,93,1110,1132,672,455,201,174,137,1113,1039,638,387,184,126
HT,2007,104,1166,1199,760,471,219,192,147,1261,1107,632,344,182,131
HT,2008,90,1137,1337,696,491,242,175,154,1272,1204,677,378,179,139
HT,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HT,2010,98,1225,1357,718,469,259,160,158,1268,1223,608,358,207,134
HT,2011,107,1239,1398,690,445,235,133,170,1356,1291,601,397,199,138
HT,2012,126,1358,1564,757,475,271,164,160,1478,1418,697,416,220,157
HT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HN,2000,30,123,371,246,277,214,43,25,21,269,258,270,160,38
HN,2001,12,47,509,344,337,257,27,13,25,347,352,339,196,34
HN,2002,76,29,519,353,338,257,24,65,23,351,339,354,193,35
HN,2003,52,20,344,235,227,161,17,42,15,232,225,236,127,23
HN,2004,54,20,379,259,247,189,18,40,13,218,211,220,121,23
HN,2005,13,238,280,215,152,134,152,27,219,222,125,107,81,104
HN,2006,21,213,297,213,139,96,147,28,206,234,123,85,87,129
HN,2007,21,204,293,194,158,123,180,29,185,175,110,106,84,112
HN,2008,11,254,263,202,140,103,174,26,152,170,114,90,82,116
HN,2009,13,227,269,177,155,131,168,17,167,172,124,80,73,108
HN,2010,15,177,246,207,165,113,157,28,186,163,106,103,69,107
HN,2011,17,194,291,227,184,120,184,19,181,194,138,99,98,126
HN,2012,18,247,285,192,184,129,146,15,180,157,115,88,75,114
HN,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2000,0,8,24,85,104,58,27,1,7,17,19,22,10,30
HU,2001,1,11,42,97,133,73,42,0,10,17,31,27,13,37
HU,2002,1,10,41,102,145,61,39,1,9,27,36,26,14,38
HU,2003,0,6,30,89,140,70,38,0,16,26,27,30,11,33
HU,2004,2,7,38,99,145,64,63,2,6,23,25,29,14,40
HU,2005,0,6,24,67,117,67,39,1,5,13,11,22,15,33
HU,2006,2,10,31,71,98,54,33,3,17,16,19,28,11,29
HU,2007,0,7,31,48,103,50,35,3,12,22,18,17,6,29
HU,2008,0,12,23,47,86,72,24,0,11,13,15,12,5,25
HU,2009,0,10,14,49,89,56,36,1,4,13,21,22,14,32
HU,2010,1,9,14,36,51,50,23,0,9,16,14,9,15,20
HU,2011,0,11,18,34,46,53,28,0,3,9,8,9,12,29
HU,2012,2,7,15,29,64,41,25,0,8,14,15,11,14,28
HU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IS,2000,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA
IS,2001,0,1,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA
IS,2002,0,1,0,0,0,0,0,0,0,1,0,0,0,0
IS,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IS,2004,0,0,0,0,1,1,0,0,0,0,0,0,0,0
IS,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0
IS,2006,0,0,0,0,0,0,1,0,0,2,0,0,0,1
IS,2007,0,0,0,0,0,0,0,0,0,0,2,0,0,2
IS,2008,0,0,1,1,0,0,0,0,0,0,0,0,0,0
IS,2009,0,0,0,1,1,0,0,0,1,0,0,0,0,0
IS,2010,0,0,1,0,3,0,0,0,0,1,1,0,0,0
IS,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IS,2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0
IS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IN,2000,1588,20963,31090,30829,24230,15308,8534,2250,14495,17287,11768,7516,4594,2697
IN,2001,1063,22483,30007,29649,23961,14879,7779,2125,15973,16743,10103,5633,3353,1526
IN,2002,2551,39923,54719,55829,44532,28199,14960,4200,28573,31946,21378,13233,7636,3814
IN,2003,2411,47251,61758,63587,52865,33739,18018,4745,34511,36317,23320,14055,8322,3985
IN,2004,3018,57208,72132,74450,62173,40769,22388,5860,41017,42808,27000,16121,9705,5016
IN,2005,3185,62620,74678,76870,64843,43038,24726,6292,45136,45629,28577,17042,10513,5408
IN,2006,3566,68346,79037,82939,71621,49320,28716,6963,47702,47420,31128,18870,11752,6417
IN,2007,4305,73947,83850,88045,76408,53414,31922,7575,50289,49519,32407,20316,13195,7395
IN,2008,4648,77121,83798,90498,78815,56928,36079,8319,51485,49887,33664,21486,14407,8357
IN,2009,5001,78177,84003,90830,80097,59163,37419,8576,51945,49747,33754,22032,14929,8944
IN,2010,4871,78278,82757,90440,81210,60766,38442,8544,53415,49425,34035,22719,15527,9735
IN,2011,4649,78096,82762,89706,82921,63625,42443,8336,53958,49227,34698,23977,17182,10731
IN,2012,4697,75502,79594,88111,82356,63814,41322,8260,53975,47511,33378,23267,17300,10502
IN,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,2001,298,5400,7279,6241,5538,4076,1914,354,5213,6040,4849,3537,2381,845
ID,2002,569,7826,10248,8760,7668,5332,2891,650,7366,8794,6773,4943,3118,1292
ID,2003,532,9570,12647,10925,9558,6720,3615,608,8734,10127,7889,6085,3907,1649
ID,2004,697,12546,17137,14881,14772,9669,5197,803,11509,13597,10953,9586,5422,2212
ID,2005,846,15215,20906,18401,17847,13509,6390,946,13916,16393,13022,10927,7539,2783
ID,2006,899,16285,22752,20332,20059,15869,7348,985,14377,17628,14421,12376,8786,3203
ID,2007,849,14835,21297,18606,18283,14176,6762,920,13371,16055,13211,11391,7965,2896
ID,2008,871,15339,22325,19224,18545,14907,6831,1015,13987,16292,13513,11899,8485,3143
ID,2009,811,15721,23011,19523,19026,15091,6755,1054,14039,16914,13481,12087,8558,3142
ID,2010,714,16501,24645,21090,20977,17329,7910,816,14800,17838,14629,13142,9524,3451
ID,2011,787,17406,25429,22353,22885,19404,9089,927,15840,18703,15900,14533,10556,3985
ID,2012,824,17304,25460,23057,23751,20204,9554,879,15875,18484,16146,15215,11321,4245
ID,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,2000,29,438,467,387,295,344,642,77,593,410,322,320,407,647
IR,2001,37,469,529,371,309,299,649,104,621,401,278,327,442,693
IR,2002,29,457,502,375,322,302,668,77,558,332,275,298,439,732
IR,2003,32,413,528,396,282,294,673,76,442,282,254,300,440,776
IR,2004,16,360,542,357,305,298,640,65,419,301,213,293,378,710
IR,2005,16,352,531,338,281,260,630,45,394,205,186,260,382,701
IR,2006,12,357,495,365,318,249,686,48,430,236,185,292,336,793
IR,2007,10,311,511,330,285,261,680,42,394,236,173,268,387,813
IR,2008,11,292,466,330,322,267,706,42,386,254,137,263,367,879
IR,2009,15,302,509,305,335,326,753,46,455,276,210,273,396,951
IR,2010,18,292,487,354,296,310,760,54,433,288,208,276,398,1014
IR,2011,13,289,543,398,315,351,877,37,473,313,184,296,441,1009
IR,2012,16,288,601,442,303,317,850,43,434,318,206,252,374,965
IR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQ,2000,21,627,317,297,205,135,101,37,338,241,136,134,103,87
IQ,2001,10,722,737,275,260,200,142,26,362,295,147,171,126,86
IQ,2002,47,706,923,308,284,205,158,45,338,288,172,176,129,116
IQ,2003,30,659,876,355,293,168,143,43,258,241,154,160,143,34
IQ,2004,28,615,770,288,244,183,125,57,334,243,139,162,113,80
IQ,2005,13,424,644,261,245,189,148,44,305,260,151,197,135,80
IQ,2006,14,409,593,278,230,147,107,38,338,264,133,154,111,70
IQ,2007,20,319,531,276,223,188,126,34,289,228,154,134,130,74
IQ,2008,18,348,525,317,273,224,147,54,377,281,125,175,161,125
IQ,2009,33,377,506,340,263,213,196,63,361,294,186,216,158,141
IQ,2010,42,370,482,384,276,286,228,73,394,294,198,205,220,166
IQ,2011,35,304,395,313,237,223,183,66,368,258,164,159,201,153
IQ,2012,27,283,317,263,203,203,180,36,340,225,154,186,174,169
IQ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IE,2000,0,10,7,7,6,4,12,0,13,8,13,6,7,15
IE,2001,0,6,12,14,8,7,7,0,4,6,3,1,1,5
IE,2002,0,7,18,13,14,12,6,0,4,3,5,2,0,4
IE,2003,0,10,11,13,14,7,11,0,4,7,6,4,1,10
IE,2004,1,4,17,10,12,7,10,0,10,9,2,2,3,6
IE,2005,1,6,10,21,10,7,6,0,9,10,3,3,0,8
IE,2006,0,8,18,17,11,16,13,0,11,20,8,4,3,3
IE,2007,0,26,49,32,28,26,26,0,14,28,22,14,2,4
IE,2008,2,9,18,6,21,10,13,0,12,16,8,3,3,2
IE,2009,0,5,19,13,12,10,12,3,5,13,7,1,3,3
IE,2010,0,8,17,4,13,5,13,0,8,8,2,2,2,3
IE,2011,0,7,9,12,12,7,6,0,8,7,7,8,2,1
IE,2012,1,7,9,9,9,12,4,1,5,6,6,4,2,2
IE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL,2000,0,20,26,23,23,13,38,3,10,16,6,3,3,32
IL,2001,2,13,24,24,20,17,36,1,9,15,14,5,2,24
IL,2002,4,10,24,13,17,13,25,3,21,18,13,5,6,20
IL,2003,2,9,14,30,12,10,33,2,17,16,18,7,5,14
IL,2004,1,5,14,21,17,8,26,1,7,12,12,8,3,16
IL,2005,1,4,15,18,15,5,26,0,6,14,7,7,5,19
IL,2006,1,4,19,17,6,9,11,0,3,10,7,5,2,14
IL,2007,1,7,16,22,11,8,17,1,2,17,3,6,3,12
IL,2008,0,13,12,12,7,6,10,1,5,5,7,6,0,11
IL,2009,2,7,21,13,10,1,15,0,4,13,10,9,2,12
IL,2010,1,13,28,12,8,4,6,0,1,8,10,2,0,10
IL,2011,0,29,30,11,5,9,9,0,10,10,7,4,4,7
IL,2012,0,9,33,20,3,6,13,0,4,20,11,4,2,17
IL,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT,2000,12,63,96,75,58,54,112,6,38,58,33,13,19,39
IT,2001,4,43,130,98,63,50,99,4,37,77,46,24,14,54
IT,2002,6,51,139,127,74,68,134,6,51,94,55,18,28,85
IT,2003,19,79,219,168,80,61,146,6,63,121,77,24,13,91
IT,2004,34,52,130,115,64,43,123,16,48,73,39,21,19,56
IT,2005,8,93,191,137,101,61,115,3,80,145,56,25,19,70
IT,2006,7,113,201,197,105,75,152,9,88,165,82,48,16,88
IT,2007,3,75,170,113,87,48,106,7,74,94,58,31,19,76
IT,2008,13,78,148,137,72,42,104,10,65,106,56,24,21,56
IT,2009,4,89,168,108,75,34,83,3,68,93,46,31,16,62
IT,2010,15,87,161,133,87,42,89,11,80,94,66,29,21,48
IT,2011,0,51,88,81,52,24,59,5,41,73,37,18,14,43
IT,2012,1,43,90,83,46,13,52,1,27,62,39,14,12,38
IT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,2000,0,6,13,13,15,6,5,1,8,8,7,2,5,1
JM,2001,3,10,9,21,5,1,1,2,2,7,6,3,2,3
JM,2002,0,9,11,8,7,7,4,1,3,3,3,1,3,0
JM,2003,1,11,9,14,12,4,6,2,7,8,2,3,0,2
JM,2004,0,9,7,4,13,8,10,0,4,6,4,1,2,1
JM,2005,0,4,6,6,10,6,7,0,1,5,4,0,1,3
JM,2006,0,9,10,9,6,6,9,0,2,5,3,1,0,1
JM,2007,NA,12,10,7,17,7,3,2,5,2,6,2,2,3
JM,2008,3,2,10,10,11,11,5,1,8,3,3,1,1,6
JM,2009,1,5,8,10,7,4,5,7,7,8,7,4,3,1
JM,2010,1,7,15,15,8,6,7,0,5,4,5,1,0,2
JM,2011,0,2,6,3,4,4,3,1,3,4,0,3,1,1
JM,2012,1,10,8,3,5,5,1,1,1,5,4,2,0,0
JM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP,2000,2,246,572,676,1494,1509,3816,5,222,464,213,292,384,1958
JP,2001,3,220,576,632,1319,1513,3840,5,175,437,228,250,330,1880
JP,2002,2,191,549,579,1192,1334,3747,3,192,395,259,248,308,1808
JP,2003,1,210,521,550,1063,1388,3731,2,203,395,246,254,313,1966
JP,2004,2,193,462,599,934,1363,3759,6,182,364,230,222,294,1861
JP,2005,9,197,488,605,868,1418,3867,5,187,428,249,224,309,2077
JP,2006,3,175,436,529,743,1388,3728,5,179,361,280,213,256,1863
JP,2007,1,142,372,512,668,1174,3678,3,134,318,231,156,212,1832
JP,2008,2,117,339,456,599,1063,3482,1,115,293,230,173,253,1872
JP,2009,1,134,328,410,580,946,3406,3,105,287,254,169,221,2009
JP,2010,1,128,252,382,469,911,3326,6,89,232,194,155,183,1909
JP,2011,0,96,215,367,465,812,3256,5,94,213,203,148,223,1840
JP,2012,2,94,209,309,415,741,3230,2,79,180,169,111,175,1947
JP,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JO,2000,0,8,16,13,9,14,2,0,8,9,1,2,2,5
JO,2001,2,7,22,10,10,8,7,0,8,6,1,0,9,4
JO,2002,0,8,9,11,12,11,5,0,9,4,3,2,12,5
JO,2003,0,19,20,17,8,13,0,1,6,7,2,3,12,0
JO,2004,0,8,12,14,6,17,0,0,10,4,3,5,12,0
JO,2005,0,8,17,9,4,6,5,1,6,6,6,5,8,5
JO,2006,0,9,23,16,7,4,10,0,8,11,3,5,2,6
JO,2007,0,7,20,14,9,7,5,0,9,12,6,1,12,7
JO,2008,0,13,10,3,5,13,5,0,20,15,6,4,7,3
JO,2009,1,5,15,14,10,7,6,0,7,14,8,3,7,12
JO,2010,2,5,14,10,12,12,6,3,14,24,4,3,5,3
JO,2011,0,9,10,13,8,13,5,0,8,11,8,4,8,6
JO,2012,0,8,12,8,5,7,7,1,9,12,7,1,3,5
JO,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KZ,2000,36,1057,1409,1379,923,439,218,84,999,1079,599,275,202,204
KZ,2001,38,1038,1477,1485,1011,429,211,88,1040,1062,570,263,194,173
KZ,2002,33,1067,1565,1490,1042,435,212,68,1035,1086,669,348,194,208
KZ,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KZ,2004,24,989,1291,1183,899,336,196,62,844,912,517,307,178,189
KZ,2005,31,917,1142,983,795,274,175,46,751,767,436,286,121,187
KZ,2006,11,888,981,848,744,287,169,30,741,636,370,234,116,150
KZ,2007,14,881,976,859,714,279,150,38,782,605,367,249,124,157
KZ,2008,14,897,968,811,752,306,160,44,710,659,320,230,137,185
KZ,2009,6,765,812,676,573,252,116,37,662,519,337,200,122,135
KZ,2010,15,675,754,595,511,251,127,33,566,520,263,205,122,132
KZ,2011,6,602,716,516,515,235,91,15,439,495,260,190,109,117
KZ,2012,9,508,586,514,479,233,98,16,415,411,241,177,97,100
KZ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KE,2000,264,3739,6653,3548,1630,630,414,416,3916,4363,1874,831,347,148
KE,2001,299,4083,7070,3903,1771,723,443,464,4116,4822,2063,935,394,221
KE,2002,299,4445,7708,4306,2023,807,433,392,4542,5465,2267,996,445,190
KE,2003,341,4918,8515,4560,2167,928,567,487,5003,6023,2618,1171,551,309
KE,2004,391,5388,9016,5142,2404,973,576,519,5458,6326,2850,1236,558,312
KE,2005,359,4790,8832,5069,2521,1031,590,577,5144,6521,2781,1266,593,315
KE,2006,387,4708,8229,4975,2467,1037,645,583,4953,6052,2792,1343,604,379
KE,2007,474,4752,8132,4959,2361,1084,601,599,4594,5979,2774,1180,542,329
KE,2008,451,4709,8128,4924,2302,1025,583,586,4355,5475,2431,1065,481,296
KE,2009,470,4667,8081,5067,2565,1030,659,662,4306,5387,2512,1104,540,352
KE,2010,357,4698,7945,5077,2509,994,658,549,4044,5112,2372,1056,544,345
KE,2011,356,4773,8376,5201,2660,1045,665,629,4183,4917,2434,1025,477,344
KE,2012,393,4893,8149,5302,2493,1099,669,603,4097,4975,2363,993,529,379
KE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KI,2000,2,9,3,3,3,8,2,2,5,6,3,4,1,3
KI,2001,4,10,7,3,3,5,3,4,7,7,3,3,4,1
KI,2002,5,11,1,7,7,7,NA,5,15,8,8,3,4,1
KI,2003,5,13,5,9,6,6,0,5,20,4,12,7,3,4
KI,2004,8,17,10,12,10,9,3,7,31,9,12,7,6,1
KI,2005,3,15,15,12,17,4,1,5,22,12,7,7,3,1
KI,2006,3,18,18,16,18,3,7,5,15,5,5,1,8,3
KI,2007,2,15,7,10,6,10,3,8,13,6,8,9,4,2
KI,2008,2,30,9,15,10,2,5,4,33,9,12,9,3,4
KI,2009,6,22,13,12,8,6,6,10,19,12,9,14,5,3
KI,2010,3,27,13,10,9,6,2,5,15,7,4,8,5,4
KI,2011,4,17,9,3,10,9,3,6,26,12,9,16,12,4
KI,2012,4,19,12,16,17,11,5,4,15,11,10,7,2,1
KI,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KW,2000,0,10,44,32,21,11,5,1,11,24,12,5,3,1
KW,2001,0,13,37,29,19,1,6,1,13,30,14,4,5,2
KW,2002,0,14,47,32,26,9,3,0,15,37,11,7,3,2
KW,2003,1,14,39,33,26,11,5,1,16,31,18,2,3,1
KW,2004,0,20,63,38,22,9,7,0,14,44,12,7,5,7
KW,2005,0,12,45,29,26,8,3,0,13,31,11,3,1,5
KW,2006,1,19,72,40,37,14,3,0,17,41,23,5,6,6
KW,2007,1,16,69,25,29,8,5,0,26,53,18,13,7,4
KW,2008,0,18,90,56,34,11,9,2,33,47,27,7,5,6
KW,2009,0,26,72,67,36,12,8,1,39,86,18,10,4,7
KW,2010,1,16,67,50,48,10,11,4,41,78,30,10,11,8
KW,2011,0,13,41,36,35,11,5,0,23,30,15,9,2,2
KW,2012,0,14,59,49,35,15,3,3,40,73,15,12,6,4
KW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG,2000,4,128,227,205,115,52,46,6,128,146,100,41,30,29
KG,2001,0,176,287,217,159,54,44,0,133,183,105,45,30,48
KG,2002,0,202,268,233,137,61,45,0,153,179,116,44,39,67
KG,2003,0,189,298,241,145,63,70,0,178,227,109,61,29,42
KG,2004,3,221,277,265,164,58,69,11,196,228,104,59,34,72
KG,2005,1,247,303,269,194,66,84,15,215,236,141,70,33,98
KG,2006,3,245,298,245,179,75,75,13,228,203,107,75,32,65
KG,2007,3,243,274,186,186,62,63,11,216,213,114,67,47,61
KG,2008,1,261,275,190,155,70,53,13,209,217,104,61,41,62
KG,2009,7,251,252,185,168,54,41,14,214,186,97,60,29,51
KG,2010,5,261,260,188,141,64,48,5,223,199,98,71,40,42
KG,2011,6,225,204,179,168,77,41,13,200,191,84,60,50,39
KG,2012,4,210,255,207,184,86,30,8,195,173,108,55,42,37
KG,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LA,2000,7,92,128,166,201,177,176,10,59,95,131,122,91,71
LA,2001,10,81,137,176,219,186,164,6,51,99,121,138,104,71
LA,2002,4,86,159,220,223,227,185,2,72,141,151,152,117,90
LA,2003,6,91,180,239,226,207,196,7,77,107,162,156,114,98
LA,2004,14,120,181,231,318,259,268,12,72,137,157,172,164,121
LA,2005,13,136,223,296,373,300,352,7,101,186,205,244,192,178
LA,2006,12,145,245,340,406,345,354,13,109,196,221,228,222,205
LA,2007,11,150,258,307,418,361,350,7,126,175,215,293,206,207
LA,2008,6,159,262,329,380,409,373,10,101,165,209,264,220,192
LA,2009,11,159,235,325,382,366,351,6,119,186,205,265,217,207
LA,2010,8,157,254,287,416,385,380,13,133,152,215,269,225,225
LA,2011,8,145,275,323,474,416,375,14,141,204,208,267,215,206
LA,2012,10,144,236,326,424,381,365,11,119,197,192,246,210,201
LA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,2000,0,53,106,124,111,64,34,2,25,41,27,28,7,15
LV,2001,0,48,109,138,101,64,32,2,24,33,41,31,18,20
LV,2002,0,32,98,123,121,64,26,0,37,42,37,23,11,22
LV,2003,0,36,74,141,106,59,32,0,31,42,42,35,17,26
LV,2004,0,30,74,119,109,53,38,2,29,32,36,29,12,19
